Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes,Year,Month,year_month,expected_n,expected_p,expected_k,max_moisture_pct,typical_adulterants,dev_n,dev_p,dev_k,excess_moisture,Chemical_Deviation_Score,Quality_Score,Adulterant_Type,Benchmark_Price_LKR_kg,Price_Diff_From_Benchmark,Price_Deviation_Pct,Price_Arbitrage_Flag,Cultivated_Extent_ha,Estimated_Regional_Demand_MT,monthly_rainfall_mm,avg_temperature_c,Provincial_Center_Lat,Provincial_Center_Lon,Primary_Agro_Zone,Estimated_Yield_Loss_Pct,Estimated_Economic_Loss_LKR_per_ha,NLP_Risk_Score,NLP_Risk_Category,Total_Active_NPK,Estimated_Inert_Filler,Ratio_N_to_P,Ratio_N_to_K,Moisture_Volatilization_Interaction,Cost_per_Gram_Active_Nutrient,Moisture_Cost_Waste_LKR_kg
AGR-10724,AG22-6178A,2022-04-03,Off-Season,North Western Province,Lankem Ceylon PLC,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,200.0,219.37,43874.0,100,0.0,0.19,59.9,Chlorine: 20.4 g/100g,2.0,Yes,,2022,4,2022-04,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.0016666666666666904,0.0,0.17,99.7,Standard_Pure,240.0,-20.63,-8.6,0,21700,1367.1,228.0,25.976666666666667,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.1,Normal,60.089999999999996,37.910000000000004,0.0,0.0,0.0,0.365,0.0
AGR-42845,BT23-2508C,2024-05-07,Maha,North Western Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,12.0,36.4,436.8,100,0.0,27.6,0.0,Calcium: 8.3 g/100g,1.4,Yes,,2024,5,2024-05,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.014285714285714235,0.0,0.0,1.43,97.9,Standard_Pure,45.0,-8.6,-19.11,0,95000,9975.0,434.4,26.858064516129037,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.1,Normal,27.6,71.0,0.0,0.0,0.0,0.132,0.0
AGR-60523,BT23-8219B,2024-01-10,Off-Season,Uva Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,198.0,25.81,5110.38,100,1.36,1.1,2.0,Organic Carbon: 25.8 g/100g | Humus: 17.1 g/100g,2.3,Yes,Local production batch,2024,1,2024-01,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.09333333333333327,0.10000000000000009,0.6666666666666667,0.0,86.0,0.0,Heavy_Insoluble_Filler,35.0,-9.19,-26.26,0,14699,18373.75,299.9,21.56451612903226,6.9331,81.20285000000001,Intermediate Zone,42.0,231840.0,0.4,Medium_Risk,4.46,93.24,1.24,0.68,0.215,0.579,0.0
AGR-97427,AG23-8695,2024-01-14,Off-Season,North Western Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,50.0,50.0,2500.0,100,0.0,27.9,0.0,Calcium: 1.93 %,3.6,Yes,,2024,1,2024-01,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.003571428571428622,0.0,1.6,32.36,38.7,Moisture_Weight_Padding,45.0,5.0,11.11,0,21700,2278.5,140.9,25.203225806451613,7.7612499999999995,80.09530000000001,Intermediate Zone,20.18,111393.6,0.1,Normal,27.9,68.5,0.0,0.0,0.0,0.179,0.8
AGR-80254,LT24-5170B,2022-09-06,Yala,North Central Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,500.0,253.23,126615.0,100,15.6,15.5,15.4,Sulfur: 26.7 g/100g | Boron: 20.0 g/kg,0.6,No,,2022,9,2022-09,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03999999999999997,0.03333333333333333,0.02666666666666669,0.0,10.0,85.0,Substandard_Blend,290.0,-36.77,-12.68,0,88000,15180.0,46.1,26.946666666666665,8.12585,80.71125,Dry Zone,5.0,27600.0,0.1,Normal,46.5,52.9,1.01,1.01,0.024,0.545,0.0
AGR-89837,MF22-5141,2022-03-18,Yala,Eastern Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,51.5,260.0,13390.0,100,14.5,15.16,15.2,Sulfur: 1.78 % | Boron: 1.96 %,2.9,Yes,Retest recommended,2022,3,2022-03,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.010666666666666677,0.013333333333333286,0.8999999999999999,23.73,57.2,Heavy_Insoluble_Filler,290.0,-30.0,-10.34,0,82000,13530.0,56.0,27.116129032258065,7.869866666666667,81.52076666666666,Dry Zone,14.12,77942.4,0.6000000000000001,High_Risk,44.86,52.24,0.96,0.95,0.097,0.58,2.34
AGR-99733,LT22-8893C,2024-06-09,Off-Season,North Western Province,Galle Agrochemical Stores,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,48.0,290.0,13920.0,100,11.0,11.7,16.3,Magnesium: 2.29 % | Boron: 9.6 g/100g,2.8,Yes,,2024,6,2024-06,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.08333333333333333,0.02500000000000006,0.04117647058823525,0.7999999999999998,30.95,47.2,Heavy_Insoluble_Filler,250.0,40.0,16.0,0,21700,3645.6,134.3,26.10666666666667,7.7612499999999995,80.09530000000001,Intermediate Zone,17.47,96434.4,0.1,Normal,39.0,58.2,0.94,0.67,0.233,0.744,2.32
AGR-35724,LT24-4332B,2024-01-07,Off-Season,Western Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,501.0,60.0,30060.0,100,0.0,0.0,0.0,Calcium: 18.8 g/kg | Magnesium: 8.0 g/kg,1.6,No,,2024,1,2024-01,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Substandard_Blend,30.0,30.0,100.0,1,6650,1579.38,138.1,25.958064516129035,6.8655,79.9386,Wet Zone,2.0,11040.0,0.1,Normal,0.0,98.4,0.0,0.0,0.0,12.0,0.0
AGR-33148,BT22-1700B,2024-07-29,Yala,Uva Province,Jaffna Fertilizer Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,10.0,41.87,418.7,100,0.0,28.7,0.0,Calcium: 21.7 g/kg,1.7,Yes,Local production batch,2024,7,2024-07,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.024999999999999974,0.0,0.0,2.5,96.2,Standard_Pure,45.0,-3.13,-6.96,0,42000,5250.0,92.0,25.896774193548385,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.4,Medium_Risk,28.7,69.6,0.0,0.0,0.0,0.146,0.0
AGR-23356,LT24-4687A,2023-02-03,Maha,Central Province,Kurunegala Agri Centre,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,170.0,170000.0,100,0.0,0.0,60.3,Chlorine: 26.9 g/kg,3.4,Yes,,2023,2,2023-02,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.004999999999999952,1.4,28.5,46.0,Heavy_Insoluble_Filler,195.0,-25.0,-12.82,0,48000,3744.0,50.8,23.185714285714287,7.235933333333333,80.68206666666667,Wet Zone,17.75,97980.0,0.1,Normal,60.3,36.300000000000004,0.0,0.0,0.0,0.282,2.38
AGR-79824,MF22-1888B,2024-06-27,Off-Season,Central Province,Pettah Agro Traders,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.0,140.07,280.14,100,0.0,46.3,0.0,Calcium: 12.1 g/100g,0.7,No,Expired stock — discounted,2024,6,2024-06,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.006521739130434721,0.0,0.0,0.65,99.0,Substandard_Blend,145.0,-4.93,-3.4,1,13300,950.95,114.4,24.32,7.235933333333333,80.68206666666667,Wet Zone,2.0,11040.0,0.8,High_Risk,46.3,53.0,0.0,0.0,0.0,0.303,0.0
AGR-79580,MF24-1760,2023-04-19,Maha,Northern Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,48.0,265.91,12763.68,100,11.8,12.3,17.22,Magnesium: 12.5 g/100g | Boron: 13.9 g/kg,3.8,No,Opened bag — partial quantity,2023,4,2023-04,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.016666666666666607,0.02500000000000006,0.012941176470588168,1.7999999999999998,41.46,23.4,Moisture_Weight_Padding,275.0,-9.09,-3.31,1,72000,12096.0,58.8,29.25333333333333,9.20826,80.32364,Dry Zone,25.23,139269.6,0.8,High_Risk,41.32,54.88,0.96,0.69,0.063,0.644,4.79
AGR-96478,AG23-6842A,2023-11-03,Off-Season,North Central Province,Hayleys Agriculture Holdings,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,258.05,1290.25,100,11.6,12.3,16.5,Magnesium: 0.63 % | Boron: 16.2 g/kg,3.8,Yes,Imported directly,2023,11,2023-11,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.03333333333333336,0.02500000000000006,0.029411764705882353,1.7999999999999998,44.77,18.4,Moisture_Weight_Padding,275.0,-16.95,-6.16,0,30799,5667.02,527.9,25.376666666666665,8.12585,80.71125,Dry Zone,26.88,148377.6,0.1,Low_Risk,40.4,55.800000000000004,0.94,0.7,0.127,0.639,4.64
AGR-12885,AG24-2944B,2022-05-13,Off-Season,Uva Province,CIC Agri Businesses,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.5,145.0,1522.5,100,20.5,0.0,0.0,Sulfur: 1.55 %,4.1,No,,2022,5,2022-05,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.023809523809523808,0.0,0.0,2.5999999999999996,54.38,0.0,Moisture_Weight_Padding,160.0,-15.0,-9.38,0,14699,2204.85,195.6,24.406451612903226,6.9331,81.20285000000001,Intermediate Zone,33.69,185968.8,0.1,Normal,20.5,75.4,205.0,205.0,0.098,0.707,3.77
AGR-60240,CR22-1057B,2023-02-19,Maha,North Central Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,26.0,25.0,650.0,100,1.3,1.0,1.6,Organic Carbon: 23.2 g/kg | Humus: 1.26 %,0.7,No,,2023,2,2023-02,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.1333333333333333,0.0,0.3333333333333335,0.0,46.67,30.0,Heavy_Insoluble_Filler,40.0,-15.0,-37.5,0,145000,166750.0,120.4,24.87857142857143,8.12585,80.71125,Dry Zone,23.34,128836.8,0.1,Normal,3.9,95.4,1.3,0.81,0.093,0.641,0.0
AGR-97326,AG24-7518,2023-09-14,Maha,Western Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,45.0,45.0,100,0.0,27.62,0.0,Calcium: 7.1 g/100g,0.4,Yes,,2023,9,2023-09,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.013571428571428536,0.0,0.0,1.36,98.0,Standard_Pure,50.0,-5.0,-10.0,0,28000,2660.0,554.6,25.99333333333333,6.8655,79.9386,Wet Zone,0.0,0.0,0.1,Normal,27.62,71.98,0.0,0.0,0.0,0.163,0.0
AGR-59948,LT22-4196C,2022-02-04,Off-Season,Southern Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,13.0,217.72,2830.36,100,0.0,0.0,59.0,Chlorine: 16.3 g/100g,3.1,Yes,,2022,2,2022-02,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.016666666666666666,1.1,23.67,55.7,Heavy_Insoluble_Filler,240.0,-22.28,-9.28,0,15399,923.94,106.8,26.035714285714285,6.050433333333333,80.6324,Dry Zone,14.58,80481.6,0.1,Normal,59.0,37.9,0.0,0.0,0.0,0.369,2.39
AGR-86750,BT22-2801C,2024-08-08,Yala,Southern Province,Pettah Agro Traders,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,2.0,56.33,112.66,100,0.0,0.0,0.13,Calcium: 0.77 % | Magnesium: 0.91 %,2.9,Yes,,2024,8,2024-08,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.3999999999999999,8.0,84.8,Substandard_Blend,30.0,26.33,87.77,0,44000,11000.0,371.1,26.574193548387097,6.050433333333333,80.6324,Dry Zone,5.0,27600.0,0.1,Normal,0.13,96.97,0.0,0.0,0.0,11.266,0.23
AGR-36930,BT24-2351B,2022-02-01,Off-Season,Eastern Province,Agromart Ltd,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,500.0,125.0,62500.0,100,21.0,0.0,0.06,Sulfur: 20.7 g/100g,2.5,Yes,,2022,2,2022-02,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.0,0.0,0.0,1.0,20.0,62.0,Substandard_Blend,160.0,-35.0,-21.88,0,28699,3788.27,121.3,25.832142857142856,7.869866666666667,81.52076666666666,Dry Zone,12.5,69000.0,0.1,Normal,21.06,76.44,210.0,210.0,0.0,0.594,1.25
AGR-42646,LT23-3545A,2022-11-20,Yala,North Western Province,Matara Farm Solutions,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,2.5,286.81,717.02,100,15.1,15.52,14.8,Sulfur: 1.58 % | Boron: 20.8 g/100g,2.4,Yes,,2022,11,2022-11,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.006666666666666643,0.03466666666666664,0.013333333333333286,0.3999999999999999,13.47,76.6,Substandard_Blend,290.0,-3.19,-1.1,0,62000,9765.0,290.2,24.60333333333333,7.7612499999999995,80.09530000000001,Intermediate Zone,7.74,42724.8,0.1,Normal,45.42,52.18,0.97,1.02,0.016,0.631,1.15
AGR-55773,BT23-2912B,2023-06-04,Off-Season,Sabaragamuwa Province,Kurunegala Agri Centre,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,12.0,74.71,896.52,100,0.0,0.0,0.0,Calcium: 1.28 % | Magnesium: 1.1 %,3.8,Yes,Slight clumping observed,2023,6,2023-06,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.2999999999999998,26.0,50.6,Heavy_Insoluble_Filler,35.0,39.71,113.46,0,10850,2983.75,337.3,26.09333333333333,6.96705,80.37505,Wet Zone,16.25,89700.0,0.6000000000000001,High_Risk,0.0,96.2,0.0,0.0,0.0,14.942,0.97
AGR-19877,CR24-7760,2023-12-12,Yala,Central Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,3.0,225.0,675.0,100,14.4,15.4,14.4,Sulfur: 1.72 % | Boron: 9.8 g/kg,2.3,Yes,Retest recommended,2023,12,2023-12,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03999999999999997,0.02666666666666669,0.03999999999999997,0.2999999999999998,16.67,72.6,Substandard_Blend,255.0,-30.0,-11.76,0,38000,7410.0,229.1,23.61935483870968,7.235933333333333,80.68206666666667,Wet Zone,9.09,50176.8,0.6000000000000001,High_Risk,44.2,53.5,0.94,1.0,0.092,0.509,0.67
AGR-32375,CR22-3578C,2024-11-03,Maha,Southern Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,255.0,255.0,100,11.7,12.2,17.3,Magnesium: 1.99 % | Boron: 27.5 g/100g,4.2,Yes,,2024,11,2024-11,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02500000000000006,0.016666666666666607,0.017647058823529453,2.2,49.93,7.5,Moisture_Weight_Padding,250.0,5.0,2.0,0,68000,10880.0,388.7,25.56,6.050433333333333,80.6324,Dry Zone,30.46,168139.2,0.1,Normal,41.2,54.599999999999994,0.96,0.68,0.105,0.619,5.61
AGR-29515,LT24-3847A,2023-03-09,Off-Season,Eastern Province,Agromart Ltd,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,9.0,111.26,1001.34,100,21.2,0.0,0.0,Sulfur: 1.53 %,1.3,No,Local production batch,2023,3,2023-03,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.00952380952380949,0.0,0.0,0.0,0.95,98.6,Substandard_Blend,135.0,-23.74,-17.59,0,28699,3788.27,92.8,26.80322580645161,7.869866666666667,81.52076666666666,Dry Zone,2.0,11040.0,0.4,Medium_Risk,21.2,77.5,212.0,212.0,0.012,0.525,0.0
AGR-23239,MF23-8669B,2022-04-13,Off-Season,North Western Province,Pettah Agro Traders,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,2.5,66.84,167.1,100,0.0,0.0,0.0,Calcium: 21.7 g/kg | Magnesium: 11.9 g/kg,2.7,Yes,,2022,4,2022-04,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.20000000000000018,4.0,92.4,Standard_Pure,45.0,21.84,48.53,0,21700,5696.25,228.0,25.976666666666667,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.1,Normal,0.0,97.3,0.0,0.0,0.0,13.368,0.13
AGR-29320,AG24-3360C,2023-11-05,Yala,North Western Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,10.0,105.0,1050.0,100,46.1,0.2,0.0,Not Detected,1.2,Yes,Opened bag — partial quantity,2023,11,2023-11,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.0021739130434782917,0.0,0.0,0.0,0.22,99.7,Standard_Pure,120.0,-15.0,-12.5,0,62000,14647.5,564.6,24.953333333333333,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.8,High_Risk,46.300000000000004,52.49999999999999,230.5,461.0,0.003,0.227,0.0
AGR-79297,MF24-3091C,2023-03-30,Off-Season,Uva Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,10.0,68.91,689.1,100,0.0,0.2,0.0,Calcium: 28.0 g/100g | Magnesium: 0.61 %,4.1,No,,2023,3,2023-03,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.5999999999999996,32.0,39.2,Moisture_Weight_Padding,35.0,33.91,96.89,1,14699,4593.44,175.20000000000002,22.01290322580645,6.9331,81.20285000000001,Intermediate Zone,20.0,110400.0,0.1,Normal,0.2,95.7,0.0,0.0,0.0,13.782,1.1
AGR-92028,MF24-9937B,2023-06-02,Maha,Uva Province,Kurunegala Agri Centre,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,100.0,170.74,17074.0,100,0.0,0.09,59.06,Chlorine: 11.3 g/100g,1.8,No,Imported directly,2023,6,2023-06,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.015666666666666627,0.0,1.57,97.6,Substandard_Blend,195.0,-24.26,-12.44,0,55000,4125.0,126.6,25.540000000000003,6.9331,81.20285000000001,Intermediate Zone,2.0,11040.0,0.1,Low_Risk,59.150000000000006,39.05,0.0,0.0,0.0,0.289,0.0
AGR-56982,AG22-6319A,2024-01-06,Off-Season,Southern Province,Colombo Pesticide Warehouse,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,6.0,135.0,810.0,100,20.2,0.0,0.12,Sulfur: 2.47 %,1.7,Yes,,2024,1,2024-01,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.038095238095238126,0.0,0.0,0.19999999999999996,7.81,86.7,Standard_Pure,120.0,15.0,12.5,0,15399,1847.88,228.6,25.725806451612904,6.050433333333333,80.6324,Dry Zone,0.0,0.0,0.1,Normal,20.32,77.98,202.0,168.33,0.065,0.664,0.27
AGR-59027,CR24-1755,2022-05-27,Off-Season,Eastern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,200.0,108.86,21772.0,100,45.3,0.12,0.0,Not Detected,0.3,Yes,,2022,5,2022-05,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.015217391304347887,0.0,0.0,0.0,1.52,97.7,Standard_Pure,180.0,-71.14,-39.52,0,28699,7103.0,73.5,29.212903225806453,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.1,Normal,45.419999999999995,54.28000000000001,377.5,453.0,0.005,0.24,0.0
AGR-31896,MF23-6444B,2023-06-25,Maha,North Western Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,2.0,50.01,100.02,100,0.18,0.0,0.0,Calcium: 23.8 g/100g | Magnesium: 9.0 g/100g,3.4,Yes,Local production batch,2023,6,2023-06,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.8999999999999999,18.0,65.8,Substandard_Blend,35.0,15.01,42.89,0,95000,24937.5,102.8,26.53,7.7612499999999995,80.09530000000001,Intermediate Zone,11.25,62100.0,0.4,Medium_Risk,0.18,96.42,1.8,1.8,0.0,10.002,0.45
AGR-24996,MF23-4685,2023-07-03,Yala,Western Province,Jaffna Fertilizer Depot,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,10.0,20.0,200.0,100,1.5,0.94,1.5,Organic Carbon: 21.8 g/100g | Humus: 24.8 g/kg,0.9,Yes,,2023,7,2023-07,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.0,0.06000000000000005,0.25000000000000006,0.0,31.0,53.5,Heavy_Insoluble_Filler,40.0,-20.0,-50.0,0,19000,18050.0,250.1,26.88387096774193,6.8655,79.9386,Wet Zone,15.5,85560.0,0.1,Normal,3.94,95.16,1.6,1.0,0.0,0.508,0.0
AGR-41022,LT23-4526,2023-07-15,Yala,North Central Province,Hayleys Agriculture Holdings,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,4.0,302.23,1208.92,100,12.1,12.1,17.2,Magnesium: 1.07 % | Boron: 14.6 g/kg,2.1,Yes,Sample from bulk storage,2023,7,2023-07,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.008333333333333304,0.008333333333333304,0.0117647058823529,0.10000000000000009,4.84,91.9,Standard_Pure,275.0,27.23,9.9,0,88000,16192.0,37.5,28.18064516129032,8.12585,80.71125,Dry Zone,0.0,0.0,0.6000000000000001,Medium_Risk,41.4,56.5,1.0,0.7,0.017,0.73,0.3
AGR-46811,MF23-4127,2022-07-04,Yala,Northern Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,265.97,53194.0,100,14.6,14.8,15.16,Sulfur: 21.6 g/100g | Boron: 0.62 %,1.9,No,Retest recommended,2022,7,2022-07,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.02666666666666669,0.013333333333333286,0.010666666666666677,0.0,5.07,92.4,Substandard_Blend,290.0,-24.03,-8.29,0,35000,5512.5,65.89999999999999,28.583870967741937,9.20826,80.32364,Dry Zone,2.54,14020.8,0.6000000000000001,High_Risk,44.56,53.54,0.99,0.96,0.051,0.597,0.0
AGR-41517,BT23-3548,2022-10-17,Yala,Uva Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,173.86,869.3,100,0.12,46.14,0.0,Calcium: 15.7 g/100g,2.9,Yes,Sample from bulk storage,2022,10,2022-10,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0030434782608695777,0.0,0.0,0.3,99.6,Standard_Pure,210.0,-36.14,-17.21,0,42000,2887.5,203.5,22.80322580645161,6.9331,81.20285000000001,Intermediate Zone,0.0,0.0,0.6000000000000001,Medium_Risk,46.26,50.84,0.0,1.2,0.0,0.376,0.0
AGR-24717,BT23-6045A,2024-07-04,Off-Season,Eastern Province,Browns Agricultural Products,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,100.5,215.0,21607.5,100,0.0,0.0,60.0,Chlorine: 7.8 g/100g,0.5,Yes,Expired stock — discounted,2024,7,2024-07,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,175.0,40.0,22.86,0,28699,1894.13,51.1,29.80967741935484,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.8,High_Risk,60.0,39.5,0.0,0.0,0.0,0.358,0.0
AGR-27346,BT23-7824C,2022-05-13,Off-Season,Northern Province,Anuradhapura Agro Mart,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,500.0,195.0,97500.0,100,0.0,47.0,0.0,Calcium: 0.84 %,3.2,Yes,,2022,5,2022-05,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.021739130434782608,0.0,0.20000000000000018,6.17,89.1,Standard_Pure,210.0,-15.0,-7.14,0,12250,707.44,41.8,29.18387096774193,9.20826,80.32364,Dry Zone,0.0,0.0,0.1,Normal,47.0,49.8,0.0,0.0,0.0,0.415,0.39
AGR-63479,AG23-7957,2023-10-07,Maha,Southern Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,260.0,6500.0,100,12.0,11.5,16.8,Magnesium: 1.23 % | Boron: 7.2 g/100g,4.2,Yes,Retest recommended,2023,10,2023-10,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.0,0.041666666666666664,0.0117647058823529,2.2,49.34,8.4,Moisture_Weight_Padding,275.0,-15.0,-5.45,0,68000,10880.0,480.5,25.467741935483872,6.050433333333333,80.6324,Dry Zone,30.17,166538.4,0.6000000000000001,High_Risk,40.3,55.5,1.04,0.71,0.0,0.645,5.72
AGR-56660,AG23-4144B,2023-10-14,Off-Season,Northern Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.0,162.85,81425.0,100,0.0,0.0,59.9,Chlorine: 21.2 g/100g,2.4,Yes,,2023,10,2023-10,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.0016666666666666904,0.3999999999999999,8.17,84.5,Substandard_Blend,195.0,-32.15,-16.49,0,12250,771.75,143.3,28.029032258064515,9.20826,80.32364,Dry Zone,5.08,28041.6,0.1,Normal,59.9,37.7,0.0,0.0,0.0,0.272,0.65
AGR-29424,AG24-4685C,2024-01-01,Yala,Northern Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,100.0,306.03,30603.0,100,12.34,12.3,16.9,Magnesium: 1.73 % | Boron: 1.29 %,1.9,Yes,,2024,1,2024-01,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02833333333333332,0.02500000000000006,0.005882352941176554,0.0,5.92,91.1,Standard_Pure,250.0,56.03,22.41,0,35000,5880.0,55.3,26.29032258064516,9.20826,80.32364,Dry Zone,0.0,0.0,0.1,Normal,41.54,56.56,1.0,0.73,0.054,0.737,0.0
