Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes
AGR-43053,CR23-8858B,2022-11-19,Maha,Eastern Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,200.0,52.89,10578.0,100,0.22,28.4,0.0,Calcium: 2.55 %,1.2,Yes,Imported directly
AGR-89891,MF24-3599C,2023-01-25,Yala,Eastern Province,CIC Agri Businesses,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,999.0,145.76,145614.24,100,20.3,0.0,0.0,Sulfur: 25.9 g/100g,1.0,Yes,
AGR-22767,MF23-4905,2022-01-20,Yala,Western Province,Galle Agrochemical Stores,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.5,100.0,5050.0,100,46.71,0.0,0.16,Not Detected,0.6,Yes,
AGR-22172,CR23-3082C,2024-08-30,Off-Season,North Western Province,Browns Agricultural Products,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.5,210.0,105105.0,100,0.08,0.0,62.4,Chlorine: 23.1 g/kg,2.2,Yes,Opened bag — partial quantity
AGR-48436,CR24-1546A,2023-11-12,Maha,Eastern Province,Lankem Ceylon PLC,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1000.0,53.96,53960.0,100,0.0,0.0,0.0,Calcium: 7.0 g/100g | Magnesium: 1.23 %,1.4,Yes,
AGR-13653,MF22-2110A,2023-03-08,Yala,Western Province,Lankem Ceylon PLC,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,56.23,281.15,100,0.0,28.2,0.0,Calcium: 0.63 %,1.3,Yes,
AGR-16564,LT24-1685C,2024-02-25,Yala,Central Province,CIC Agri Businesses,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,5.0,127.86,639.3,100,46.9,0.13,0.0,Not Detected,3.9,No,Sample from bulk storage
AGR-15586,CR24-9259C,2023-08-26,Maha,Eastern Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1001.5,54.49,54571.74,100,0.0,28.6,0.0,Calcium: 1.77 %,1.9,Yes,
AGR-10448,BT23-6200,2022-01-09,Off-Season,Western Province,Hayleys Agriculture Holdings,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.0,104.12,2603.0,100,45.6,0.0,0.16,Not Detected,3.4,Yes,
AGR-54464,AG24-7094B,2024-04-17,Yala,Southern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,500.0,105.54,52770.0,100,46.7,0.0,0.0,Not Detected,1.8,Yes,Retest recommended
AGR-41936,LT22-1608B,2024-12-31,Off-Season,Central Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.0,137.18,27436.0,100,20.4,0.0,0.0,Sulfur: 12.6 g/kg,2.4,No,Sample from bulk storage
AGR-39868,MF23-6535,2023-05-26,Off-Season,Southern Province,Lankem Ceylon PLC,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,25.0,125.0,100,1.3,1.1,1.5,Organic Carbon: 1.58 % | Humus: 22.4 g/kg,3.5,Yes,Local production batch
AGR-86927,CR23-4118A,2024-11-20,Yala,Southern Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,500.5,45.0,22522.5,100,0.0,27.66,0.23,Calcium: 16.0 g/kg,1.2,No,
AGR-99982,AG24-3434B,2023-06-10,Yala,Southern Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,500.0,180.0,90000.0,100,0.0,45.2,0.0,Calcium: 1.39 %,2.5,Yes,
AGR-61873,LT23-1760C,2022-12-21,Yala,North Central Province,Galle Agrochemical Stores,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,23.0,162.61,3740.03,100,0.0,0.03,62.2,Chlorine: 17.1 g/100g,2.0,No,Slight clumping observed
AGR-25453,BT24-5312,2022-06-07,Yala,Western Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,4.0,278.03,1112.12,100,12.15,11.9,16.8,Magnesium: 0.78 % | Boron: 10.5 g/100g,0.8,Yes,Slight clumping observed
AGR-15690,LT24-6872,2024-03-23,Off-Season,Northern Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,290.0,1450.0,100,12.0,11.8,17.2,Magnesium: 9.4 g/100g | Boron: 21.6 g/100g,4.2,Yes,Retest recommended
AGR-24074,CR23-7925C,2024-11-15,Off-Season,Sabaragamuwa Province,Jaffna Fertilizer Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,100.0,130.01,13001.0,100,20.8,0.04,0.0,Sulfur: 21.1 g/100g,4.4,Yes,
AGR-96167,BT22-3231,2022-03-11,Yala,North Western Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,4.0,190.0,760.0,100,0.0,45.6,0.03,Calcium: 1.42 %,2.0,Yes,
AGR-76120,BT23-3316C,2022-08-18,Maha,Northern Province,Matara Farm Solutions,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,265.13,53026.0,100,15.21,14.5,14.9,Sulfur: 20.2 g/kg | Boron: 19.9 g/100g,1.8,No,Retest recommended
AGR-32662,AG23-6027,2022-10-11,Maha,Western Province,Pettah Agro Traders,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,100.0,49.29,4929.0,100,0.0,0.0,0.0,Calcium: 27.5 g/100g | Magnesium: 17.2 g/100g,3.3,No,Imported directly
AGR-14297,BT23-7850C,2022-05-01,Maha,Sabaragamuwa Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.0,268.06,268060.0,100,11.5,12.0,16.67,Magnesium: 9.8 g/kg | Boron: 2.47 %,2.8,Yes,Imported directly
AGR-87783,MF23-2040B,2024-01-23,Maha,Northern Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,295.0,147500.0,100,11.6,12.0,17.5,Magnesium: 25.0 g/100g | Boron: 19.5 g/kg,0.7,Yes,Local production batch
AGR-69409,AG24-7824,2023-02-07,Yala,Sabaragamuwa Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,50.5,146.36,7391.18,100,0.0,45.4,0.02,Calcium: 2.19 %,3.6,No,Expired stock — discounted
AGR-14405,AG24-6614C,2023-11-02,Maha,Western Province,Galle Agrochemical Stores,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,10.0,228.99,2289.9,100,14.4,14.5,15.5,Sulfur: 0.83 % | Boron: 8.9 g/kg,0.4,Yes,
AGR-35143,LT23-5134,2024-09-12,Maha,Uva Province,Galle Agrochemical Stores,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,120.0,3000.0,100,20.6,0.0,0.22,Sulfur: 27.5 g/kg,3.0,Yes,Expired stock — discounted
AGR-78126,BT23-8381B,2023-03-22,Yala,Uva Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,100.0,52.27,5227.0,100,0.0,28.8,0.11,Calcium: 2.49 %,3.5,Yes,
AGR-72866,AG23-7693A,2024-02-21,Off-Season,North Western Province,Agromart Ltd,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,279.45,1397.25,100,11.8,12.4,16.8,Magnesium: 1.09 % | Boron: 10.9 g/kg,3.7,Yes,Expired stock — discounted
AGR-28416,BT24-6191C,2024-04-17,Yala,North Western Province,Kandy Farm Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,500.0,24.07,12035.0,100,1.4,0.9,1.3,Organic Carbon: 1.22 % | Humus: 23.2 g/100g,3.7,Yes,
AGR-63143,AG24-3568A,2022-08-12,Off-Season,Northern Province,CIC Agri Businesses,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,133.7,6685.0,100,20.0,0.0,0.0,Sulfur: 13.5 g/100g,1.7,Yes,Imported directly
AGR-99851,LT22-8413,2022-04-15,Off-Season,Southern Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,502.0,180.0,90360.0,100,0.0,0.0,59.8,Chlorine: 1.36 %,2.1,Yes,Local production batch
AGR-59368,BT24-1244A,2022-07-09,Yala,Western Province,Galle Agrochemical Stores,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,202.0,120.0,24240.0,100,46.8,0.24,0.0,Not Detected,0.7,Yes,Expired stock — discounted
AGR-24960,BT23-8795C,2022-07-18,Maha,Southern Province,Colombo Pesticide Warehouse,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.0,20.18,504.5,100,1.3,1.0,1.47,Organic Carbon: 11.6 g/100g | Humus: 13.1 g/kg,3.0,No,Imported directly
AGR-24916,AG24-5137A,2024-11-20,Maha,Eastern Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,127.26,6363.0,100,21.5,0.0,0.08,Sulfur: 16.2 g/100g,4.0,Yes,
AGR-98293,BT24-1563,2023-11-13,Off-Season,Western Province,CIC Agri Businesses,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,275.0,6875.0,100,15.2,14.8,14.4,Sulfur: 21.6 g/kg | Boron: 22.3 g/100g,3.3,Yes,
AGR-38728,BT22-1266C,2022-04-30,Yala,Western Province,Lankem Ceylon PLC,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,226.57,45314.0,100,14.6,14.7,15.3,Sulfur: 24.2 g/100g | Boron: 17.7 g/kg,2.0,Yes,Slight clumping observed
AGR-76241,CR23-8911A,2023-07-16,Off-Season,Southern Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,50.77,50.77,100,0.0,29.1,0.0,Calcium: 0.82 %,1.7,No,
AGR-64972,AG23-5081C,2023-07-02,Yala,Eastern Province,Galle Agrochemical Stores,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,49.0,108.17,5300.33,100,46.2,0.0,0.13,Not Detected,0.7,Yes,Retest recommended
AGR-12678,BT24-2353A,2022-05-11,Maha,Sabaragamuwa Province,Kurunegala Agri Centre,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,5.0,200.0,1000.0,100,0.15,0.0,59.2,Chlorine: 1.09 %,3.9,Yes,Slight clumping observed
AGR-25184,AG22-6247A,2023-06-30,Yala,Sabaragamuwa Province,Pettah Agro Traders,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,998.0,50.0,49900.0,100,0.0,27.29,0.12,Calcium: 8.1 g/kg,4.4,No,Slight clumping observed
AGR-24195,BT24-9210A,2024-07-06,Yala,Eastern Province,Pettah Agro Traders,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,301.58,301.58,100,11.6,11.99,17.1,Magnesium: 12.4 g/kg | Boron: 24.9 g/kg,3.7,Yes,Local production batch
AGR-38281,BT24-5605B,2022-02-17,Maha,North Western Province,Lankem Ceylon PLC,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1001.0,226.82,227046.82,100,15.4,15.3,14.91,Sulfur: 18.2 g/kg | Boron: 8.2 g/100g,1.3,Yes,
AGR-15739,MF22-4185C,2024-06-03,Yala,Central Province,Pettah Agro Traders,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,5.0,29.4,147.0,100,1.5,0.88,1.3,Organic Carbon: 6.1 g/100g | Humus: 26.4 g/kg,1.4,No,Retest recommended
AGR-93664,LT23-8639,2023-10-29,Yala,North Western Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,500.0,121.2,60600.0,100,20.4,0.0,0.0,Sulfur: 20.2 g/100g,2.3,No,Imported directly
AGR-20350,LT22-4896C,2024-03-31,Off-Season,Western Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,157.89,789.45,100,0.22,46.2,0.16,Calcium: 1.83 %,4.4,Yes,
AGR-94666,LT22-7978B,2023-12-14,Yala,North Central Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,313.52,313.52,100,12.1,11.9,16.3,Magnesium: 10.6 g/100g | Boron: 1.97 %,4.2,No,Opened bag — partial quantity
AGR-82188,AG22-7840,2022-12-03,Maha,Central Province,CIC Agri Businesses,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,112.81,225.62,100,20.2,0.0,0.18,Sulfur: 11.9 g/100g,3.1,No,
AGR-62969,CR24-8243A,2024-12-23,Maha,Central Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,53.0,197.45,10464.85,100,0.07,0.0,61.2,Chlorine: 24.8 g/100g,1.7,Yes,
AGR-77698,BT23-5171B,2022-08-19,Yala,Uva Province,Matara Farm Solutions,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,10.0,260.0,2600.0,100,12.1,12.1,17.4,Magnesium: 17.1 g/100g | Boron: 2.38 %,0.6,Yes,
AGR-46879,BT24-3132C,2024-06-30,Yala,North Western Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,10.0,125.0,1250.0,100,20.6,0.0,0.04,Sulfur: 11.0 g/100g,1.8,Yes,Sample from bulk storage
AGR-54003,BT24-5736B,2023-07-17,Off-Season,Eastern Province,Kandy Farm Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,100.0,300.0,30000.0,100,12.1,11.9,16.9,Magnesium: 13.9 g/kg | Boron: 16.8 g/kg,2.6,No,Imported directly
AGR-10741,AG23-2708A,2024-10-23,Yala,Uva Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,500.0,138.31,69155.0,100,20.4,0.06,0.0,Sulfur: 25.9 g/100g,2.7,No,
AGR-12842,LT23-2386B,2023-09-17,Maha,Sabaragamuwa Province,Lankem Ceylon PLC,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,145.0,3625.0,100,20.9,0.0,0.0,Sulfur: 25.8 g/100g,3.9,Yes,
AGR-69330,LT22-3748B,2023-01-04,Yala,Southern Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,11.0,197.97,2177.67,100,0.0,45.6,0.0,Calcium: 1.04 %,1.2,No,Imported directly
AGR-44058,LT23-2996C,2022-12-19,Yala,Western Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,18.66,3732.0,100,1.4,0.9,1.44,Organic Carbon: 27.7 g/kg | Humus: 14.4 g/kg,1.9,Yes,
AGR-86084,BT24-1956A,2023-10-03,Maha,Sabaragamuwa Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,98.0,288.32,28255.36,100,12.34,12.4,16.89,Magnesium: 19.1 g/100g | Boron: 15.1 g/100g,4.0,Yes,Imported directly
AGR-50815,LT23-4652C,2022-09-07,Yala,Northern Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.5,289.97,7394.24,100,12.0,12.2,17.3,Magnesium: 25.4 g/kg | Boron: 6.4 g/100g,3.9,No,Opened bag — partial quantity
AGR-65954,CR23-3366C,2023-08-26,Maha,Uva Province,Lankem Ceylon PLC,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.5,145.0,362.5,100,21.16,0.0,0.07,Sulfur: 2.1 %,3.8,Yes,Slight clumping observed
AGR-12735,LT24-7203C,2022-07-28,Maha,North Central Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.0,315.0,315000.0,100,12.1,11.7,17.5,Magnesium: 2.6 % | Boron: 17.5 g/kg,3.5,Yes,Local production batch
AGR-61960,BT23-2422B,2022-03-22,Off-Season,Northern Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,162.7,813.5,100,0.0,46.0,0.0,Calcium: 26.8 g/kg,3.3,Yes,
AGR-88603,CR22-5359A,2024-07-21,Off-Season,Uva Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,50.0,24.73,1236.5,100,1.6,1.0,1.4,Organic Carbon: 0.7 % | Humus: 1.64 %,1.2,Yes,Opened bag — partial quantity
AGR-37632,CR22-3312,2024-10-25,Off-Season,Uva Province,Hayleys Agriculture Holdings,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,3.0,260.0,780.0,100,12.5,12.0,16.2,Magnesium: 21.6 g/kg | Boron: 12.6 g/100g,1.4,No,
AGR-41374,MF22-8567A,2023-10-12,Off-Season,Western Province,Pettah Agro Traders,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1002.0,245.0,245490.0,100,14.4,14.9,15.1,Sulfur: 26.5 g/kg | Boron: 7.5 g/kg,1.0,Yes,Sample from bulk storage
AGR-99912,BT24-3304C,2024-12-20,Yala,Eastern Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,200.0,302.24,60448.0,100,11.7,11.5,16.8,Magnesium: 15.6 g/kg | Boron: 7.2 g/kg,4.0,Yes,
AGR-99175,CR24-5982C,2023-03-17,Off-Season,Eastern Province,Kandy Farm Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,52.0,30.0,1560.0,100,1.6,1.08,1.5,Organic Carbon: 7.4 g/100g | Humus: 16.0 g/100g,1.9,No,Local production batch
AGR-20101,CR23-9360C,2022-02-07,Off-Season,Northern Province,CIC Agri Businesses,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,178.81,178.81,100,0.1,0.0,59.1,Chlorine: 14.7 g/100g,2.0,Yes,
AGR-45253,CR23-4120A,2023-07-26,Maha,Eastern Province,Pettah Agro Traders,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,203.0,252.46,51249.38,100,15.4,15.58,15.0,Sulfur: 6.9 g/kg | Boron: 2.6 %,0.9,No,Retest recommended
AGR-30778,CR24-1384,2022-12-23,Off-Season,North Western Province,Matara Farm Solutions,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1000.0,254.18,254180.0,100,11.65,12.4,17.66,Magnesium: 1.45 % | Boron: 2.72 %,2.4,Yes,
AGR-79330,AG23-3905,2024-01-25,Maha,Sabaragamuwa Province,CIC Agri Businesses,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,50.0,60.0,3000.0,100,0.0,28.87,0.0,Calcium: 2.54 %,3.3,Yes,Retest recommended
AGR-79808,AG23-4998,2024-02-06,Yala,Southern Province,Browns Agricultural Products,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,35.17,175.85,100,0.0,28.8,0.0,Calcium: 9.4 g/kg,3.0,No,Opened bag — partial quantity
AGR-38432,LT22-3777C,2024-03-28,Maha,Northern Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,25.0,270.05,6751.25,100,11.6,12.2,17.2,Magnesium: 10.8 g/kg | Boron: 17.8 g/kg,1.5,Yes,Retest recommended
AGR-65968,BT24-9014,2023-03-01,Off-Season,Southern Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,100.0,75.0,7500.0,100,0.0,0.16,0.0,Calcium: 12.1 g/kg | Magnesium: 19.3 g/100g,1.9,Yes,Slight clumping observed
AGR-85745,AG23-8156C,2023-04-19,Maha,Central Province,Agromart Ltd,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,10.0,250.25,2502.5,100,11.9,12.0,17.39,Magnesium: 27.5 g/kg | Boron: 24.4 g/kg,3.0,Yes,Imported directly
AGR-21002,CR24-6624A,2022-03-12,Off-Season,Southern Province,Jaffna Fertilizer Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,3.0,240.56,721.68,100,14.8,14.9,14.8,Sulfur: 8.3 g/kg | Boron: 0.79 %,3.8,No,
AGR-91389,AG24-3667B,2023-06-08,Off-Season,Sabaragamuwa Province,Matara Farm Solutions,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,105.0,105.0,100,46.5,0.05,0.16,Not Detected,1.2,Yes,Sample from bulk storage
AGR-19015,BT23-6447,2022-02-12,Maha,Uva Province,Lankem Ceylon PLC,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,5.0,281.76,1408.8,100,15.25,14.3,14.8,Sulfur: 13.1 g/kg | Boron: 14.6 g/kg,3.0,Yes,
AGR-82686,BT23-4184,2023-09-05,Yala,Uva Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,500.0,303.35,151675.0,100,11.6,12.0,16.4,Magnesium: 1.62 % | Boron: 15.8 g/kg,2.9,No,
AGR-24728,CR23-3421A,2024-06-25,Yala,North Central Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1003.0,286.52,287379.56,100,12.09,12.4,17.0,Magnesium: 21.8 g/kg | Boron: 16.5 g/kg,3.0,No,Opened bag — partial quantity
AGR-16281,MF24-1724C,2023-11-02,Yala,North Central Province,CIC Agri Businesses,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,52.0,68.14,3543.28,100,0.0,0.0,0.12,Calcium: 17.5 g/100g | Magnesium: 1.47 %,0.6,Yes,
AGR-42269,BT24-7430,2022-06-18,Off-Season,Eastern Province,CIC Agri Businesses,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,5.0,155.0,775.0,100,0.0,45.8,0.18,Calcium: 11.0 g/100g,3.3,Yes,Sample from bulk storage
AGR-54261,CR23-1652C,2022-07-03,Off-Season,North Central Province,Kurunegala Agri Centre,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,270.0,270.0,100,12.0,11.6,16.22,Magnesium: 1.59 % | Boron: 0.92 %,4.5,No,
AGR-45369,AG22-7757B,2024-01-12,Maha,North Western Province,Galle Agrochemical Stores,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,999.0,269.25,268980.75,100,15.4,14.5,15.51,Sulfur: 7.5 g/kg | Boron: 16.3 g/kg,1.3,Yes,Sample from bulk storage
AGR-84963,AG24-8836C,2023-05-17,Yala,Northern Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,50.0,50.0,100,0.16,28.0,0.11,Calcium: 23.6 g/kg,2.0,No,Local production batch
AGR-93832,LT23-2354,2022-11-28,Yala,North Central Province,Jaffna Fertilizer Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1000.5,135.0,135067.5,100,20.9,0.1,0.0,Sulfur: 1.15 %,4.0,Yes,Sample from bulk storage
AGR-31056,BT22-8034C,2023-02-04,Maha,Northern Province,Matara Farm Solutions,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,172.91,172.91,100,0.0,0.12,61.4,Chlorine: 2.55 %,1.1,Yes,
AGR-29642,BT24-2441,2024-03-01,Off-Season,Northern Province,Pettah Agro Traders,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,51.0,135.0,6885.0,100,20.99,0.02,0.2,Sulfur: 24.7 g/100g,0.8,No,Expired stock — discounted
AGR-87368,LT24-2957,2022-06-14,Off-Season,North Central Province,Matara Farm Solutions,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,51.0,70.43,3591.93,100,0.03,0.0,0.0,Calcium: 23.7 g/100g | Magnesium: 0.97 %,2.8,Yes,Local production batch
AGR-70527,AG24-4008C,2022-03-07,Off-Season,North Central Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,270.0,270.0,100,11.9,12.0,17.14,Magnesium: 8.6 g/100g | Boron: 10.9 g/kg,1.8,No,Local production batch
AGR-35883,AG22-4303,2022-01-19,Yala,Northern Province,Pettah Agro Traders,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,48.0,50.0,2400.0,100,0.0,0.0,0.0,Calcium: 15.2 g/100g | Magnesium: 19.8 g/kg,0.9,Yes,
AGR-54966,MF22-6367A,2022-05-28,Yala,Southern Province,Pettah Agro Traders,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,498.0,180.0,89640.0,100,0.0,45.8,0.0,Calcium: 6.7 g/kg,0.7,Yes,Opened bag — partial quantity
AGR-69380,CR24-4782C,2023-02-01,Off-Season,Southern Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,2.5,35.0,87.5,100,0.0,27.5,0.0,Calcium: 23.7 g/kg,1.6,Yes,
AGR-15143,AG24-3103,2022-12-08,Maha,Western Province,Galle Agrochemical Stores,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,10.0,55.0,550.0,100,0.0,28.21,0.0,Calcium: 23.1 g/100g,1.9,Yes,Slight clumping observed
AGR-61004,MF24-9177,2023-10-03,Off-Season,Northern Province,Galle Agrochemical Stores,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.0,175.87,351.74,100,0.0,45.73,0.0,Calcium: 2.62 %,1.8,Yes,
AGR-28273,LT23-8012B,2023-11-01,Maha,Eastern Province,CIC Agri Businesses,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.0,126.3,6315.0,100,46.1,0.2,0.16,Not Detected,4.2,Yes,Local production batch
AGR-56218,CR22-2264C,2023-06-16,Maha,Uva Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1001.0,290.0,290290.0,100,14.94,15.53,15.5,Sulfur: 7.8 g/kg | Boron: 25.6 g/100g,1.4,Yes,Retest recommended
AGR-72527,AG22-1652C,2023-09-06,Maha,North Western Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,165.15,4128.75,100,0.0,45.18,0.0,Calcium: 2.76 %,1.9,No,Sample from bulk storage
